DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
ADD_DNMT3	PF17980	Cysteine rich ADD domain in DNMT3	0.00014708766424789175	0.00014708766424789175
Adenine_deam_C	PF13382	Adenine deaminase C-terminal domain	NA	NA
Adenine_glyco	PF03352	Methyladenine glycosylase	NA	NA
Adenosine_kin	PF04008	Adenosine specific kinase	NA	NA
Adeno_100	PF02438	Late 100kD protein	NA	NA
Adeno_52K	PF03052	Adenoviral protein L1 52/55-kDa	NA	NA
Adeno_E1A	PF02703	Early E1A protein	NA	NA
Adeno_E1B_19K	PF01691	Adenovirus E1B 19K protein / small t-antigen	NA	NA
Adeno_E1B_55K	PF01696	Adenovirus EB1 55K protein / large t-antigen	NA	NA
Adeno_E1B_55K_N	PF04623	Adenovirus E1B protein N-terminus	NA	NA
Adeno_E3	PF06040	Adenovirus E3 protein	NA	NA
Adeno_E3A	PF05248	Adenovirus E3A	NA	NA
Adeno_E3B	PF03376	Adenovirus E3B protein	NA	NA
Adeno_E3_14_5	PF04834	Early E3 14.5 kDa protein	NA	NA
Adeno_E3_15_3	PF03307	Adenovirus 15.3kD protein in E3 region	NA	NA
Adeno_E3_CR1	PF02440	Adenovirus E3 region protein CR1	NA	NA
Adeno_E3_CR2	PF02439	Adenovirus E3 region protein CR2	NA	NA
Adeno_E4	PF05385	Mastadenovirus early E4 13 kDa protein	NA	NA
Adeno_E4_34	PF04528	Adenovirus early E4 34 kDa protein conserved region	NA	NA
Adeno_E4_ORF3	PF06931	Mastadenovirus E4 ORF3 protein	NA	NA
Adeno_GP19K	PF04881	Adenovirus GP19K	NA	NA
Adeno_hexon	PF01065	Hexon, adenovirus major coat protein, N-terminal domain	NA	NA
Adeno_hexon_C	PF03678	Hexon, adenovirus major coat protein, C-terminal domain	NA	NA
Adeno_IVa2	PF02456	Adenovirus IVa2 protein	NA	NA
Adeno_knob	PF00541	Adenoviral fibre protein (knob domain)	NA	NA
Adeno_Penton_B	PF01686	Adenovirus penton base protein	NA	NA
Adeno_PIX	PF03955	Adenovirus hexon-associated protein (IX)	NA	NA
Adeno_PV	PF03910	Adenovirus minor core protein PV	NA	NA
Adeno_PVIII	PF01310	Adenovirus hexon associated protein, protein VIII	NA	NA
Adeno_PX	PF05829	Adenovirus late L2 mu core protein (Protein X)	NA	NA
Adeno_shaft	PF00608	Adenoviral fibre protein (repeat/shaft region)	NA	NA
Adeno_terminal	PF02459	Adenoviral DNA terminal protein	NA	NA
Adeno_VII	PF03228	Adenoviral core protein VII	NA	NA
AdenylateSensor	PF16579	Adenylate sensor of SNF1-like protein kinase	9.805844283192783e-05	9.805844283192783e-05
Adenylate_cycl	PF01295	Adenylate cyclase, class-I	NA	NA
Adenylsucc_synt	PF00709	Adenylosuccinate synthetase	9.805844283192783e-05	9.805844283192783e-05
Adenyl_cycl_N	PF12633	Adenylate cyclase NT domain	NA	NA
Adenyl_transf	PF04439	Streptomycin adenylyltransferase	NA	NA
AdHead_fibreRBD	PF16812	C-terminal head domain of the fowl adenovirus type 1 long fibre	NA	NA
Adhes-Ig_like	PF09085	Adhesion molecule, immunoglobulin-like	4.902922141596391e-05	4.902922141596391e-05
Adhesin_Dr	PF04619	Dr-family adhesin	NA	NA
Adhesin_E	PF16747	Surface-adhesin protein E	NA	NA
Adhesin_P1	PF03257	Mycoplasma adhesin P1	NA	NA
Adhesin_P1_N	PF18652	Adhesin P1 N-terminal domain	NA	NA
ADH_N	PF08240	Alcohol dehydrogenase GroES-like domain	0.0007354383212394587	0.0007354383212394587
ADH_N_2	PF16884	N-terminal domain of oxidoreductase	9.805844283192783e-05	9.805844283192783e-05
ADH_N_assoc	PF13823	Alcohol dehydrogenase GroES-associated	NA	NA
adh_short	PF00106	short chain dehydrogenase	0.0021572857423024124	0.002206314963718376
adh_short_C2	PF13561	Enoyl-(Acyl carrier protein) reductase	0.0005393214355756031	0.0005393214355756031
ADH_zinc_N	PF00107	Zinc-binding dehydrogenase	0.0007354383212394587	0.0007354383212394587
ADH_zinc_N_2	PF13602	Zinc-binding dehydrogenase	0.00014708766424789175	0.00014708766424789175
ADIP	PF11559	Afadin- and alpha -actinin-Binding	4.902922141596391e-05	4.902922141596391e-05
Adipogenin	PF15202	Adipogenin	4.902922141596391e-05	4.902922141596391e-05
Adipokin_hormo	PF06377	Adipokinetic hormone	NA	NA
ADK	PF00406	Adenylate kinase	0.0004902922141596392	0.0006373798784075309
ADK_lid	PF05191	Adenylate kinase, active site lid	0.00014708766424789175	0.00014708766424789175
AdoHcyase	PF05221	S-adenosyl-L-homocysteine hydrolase	0.00014708766424789175	0.00014708766424789175
AdoHcyase_NAD	PF00670	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	0.00014708766424789175	0.00014708766424789175
AdoMetDC_leader	PF08132	S-adenosyl-l-methionine decarboxylase leader peptide	NA	NA
AdoMet_dc	PF02675	S-adenosylmethionine decarboxylase	NA	NA
AdoMet_MTase	PF07757	Predicted AdoMet-dependent methyltransferase	4.902922141596391e-05	4.902922141596391e-05
AdoMet_Synthase	PF01941	S-adenosylmethionine synthetase (AdoMet synthetase)	NA	NA
ADPrib_exo_Tox	PF03496	ADP-ribosyltransferase exoenzyme	NA	NA
ADPRTs_Tse2	PF18648	Tse2 ADP-ribosyltransferase toxins	NA	NA
ADP_PFK_GK	PF04587	ADP-specific Phosphofructokinase/Glucokinase conserved region	4.902922141596391e-05	4.902922141596391e-05
ADP_ribosyl_GH	PF03747	ADP-ribosylglycohydrolase	0.00014708766424789175	0.00014708766424789175
ADSL_C	PF10397	Adenylosuccinate lyase C-terminus	4.902922141596391e-05	4.902922141596391e-05
Ad_cyc_g-alpha	PF08509	Adenylate cyclase G-alpha binding domain	NA	NA
Ad_Cy_reg	PF16701	Adenylate cyclase regulatory domain	NA	NA
Aegerolysin	PF06355	Aegerolysin	NA	NA
AEP1	PF17049	ATPase expression protein 1	NA	NA
Aerolysin	PF01117	Aerolysin toxin	NA	NA
AF-4	PF05110	AF-4 proto-oncoprotein N-terminal region	0.00019611688566385565	0.0002451461070798196
AF-4_C	PF18876	AF-4 proto-oncoprotein C-terminal region	0.00019611688566385565	0.00019611688566385565
AF0941-like	PF14591	AF0941-like	NA	NA
AF2331-like	PF14556	AF2331-like	NA	NA
AF4_int	PF18875	AF4 interaction motif	0.00019611688566385565	0.00019611688566385565
AfaD	PF05775	Enterobacteria AfaD invasin protein	NA	NA
Afaf	PF15339	Acrosome formation-associated factor	4.902922141596391e-05	4.902922141596391e-05
AFG1_ATPase	PF03969	AFG1-like ATPase	4.902922141596391e-05	4.902922141596391e-05
Afi1	PF07792	Docking domain of Afi1 for Arf3 in vesicle trafficking	NA	NA
AflR	PF08493	Aflatoxin regulatory protein	NA	NA
AFOR_C	PF01314	Aldehyde ferredoxin oxidoreductase, domains 2 & 3	NA	NA
AFOR_N	PF02730	Aldehyde ferredoxin oxidoreductase, N-terminal domain	NA	NA
AFP	PF02420	Insect antifreeze protein repeat	NA	NA
AFP_2	PF18815	Bacterial antifreeze protein repeat	NA	NA
AfsA	PF03756	A-factor biosynthesis hotdog domain	NA	NA
AFT	PF08731	Transcription factor AFT	NA	NA
Aft1_HRA	PF11786	Aft1 HRA domain	NA	NA
Aft1_HRR	PF11787	Aft1 HRR domain	NA	NA
Aft1_OSA	PF11785	Aft1 osmotic stress response (OSM) domain	NA	NA
AftA_C	PF12249	Arabinofuranosyltransferase A C terminal	NA	NA
AftA_N	PF12250	Arabinofuranosyltransferase N terminal	NA	NA
Ag332	PF04671	Erythrocyte membrane-associated giant protein antigen 332	NA	NA
AGA2	PF17366	A-agglutinin-binding subunit Aga2	NA	NA
Agarase_CBM	PF17992	Agarase CBM like domain	NA	NA
Agenet	PF05641	Agenet domain	0.00014708766424789175	0.00014708766424789175
Agglutinin	PF07468	Agglutinin domain	NA	NA
Agglutinin_C	PF18021	Agglutinin C-terminal	NA	NA
AGH	PF17558	Androgenic gland hormone	NA	NA
AgI_II_C2	PF17998	Cell surface antigen I/II C2 terminal domain	NA	NA
AglB_L1	PF18079	Archaeal glycosylation protein B long peripheral domain	NA	NA
AGOG	PF09171	N-glycosylase/DNA lyase	NA	NA
Agouti	PF05039	Agouti protein	9.805844283192783e-05	9.805844283192783e-05
Ago_hook	PF10427	Argonaute hook	0.00014708766424789175	0.00014708766424789175
AGO_N	PF18236	Argonaute N domain	NA	NA
Ago_N_1	PF18351	Fungal Argonaute N-terminal domain	NA	NA
Ago_PAZ	PF18309	Argonaute PAZ domain	NA	NA
AGP	PF06376	Arabinogalactan peptide	NA	NA
aGPT-Pplase1	PF18723	alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1	NA	NA
aGPT-Pplase2	PF18724	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 2	NA	NA
aGPT-Pplase3	PF18746	Alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3	NA	NA
AgrB	PF04647	Accessory gene regulator B	NA	NA
AGRB_N	PF19188	Adhesion GPCR B N-terminal region	0.00014708766424789175	0.00014708766424789175
AgrD	PF05931	Staphylococcal AgrD protein	NA	NA
Agro_virD5	PF04730	Agrobacterium VirD5 protein	NA	NA
AGS_C	PF18134	Adenylyl/Guanylyl and SMODS C-terminal sensor domain	NA	NA
AGT	PF11440	DNA alpha-glucosyltransferase	NA	NA
AGTRAP	PF06396	Angiotensin II, type I receptor-associated protein (AGTRAP)	4.902922141596391e-05	4.902922141596391e-05
Aha1_N	PF09229	Activator of Hsp90 ATPase, N-terminal	9.805844283192783e-05	9.805844283192783e-05
AHD	PF17793	ANC1 homology domain (AHD)	9.805844283192783e-05	9.805844283192783e-05
AHH	PF14412	A nuclease family of the HNH/ENDO VII superfamily with conserved AHH	NA	NA
AHJR-like	PF18743	REase_AHJR-like	NA	NA
AHL_synthase	PF17327	Acyl homoserine lactone synthase	NA	NA
AhpC-TSA	PF00578	AhpC/TSA family	0.0002451461070798196	0.0002451461070798196
AhpC-TSA_2	PF13911	AhpC/TSA antioxidant enzyme	0.00014708766424789175	0.00014708766424789175
AHSA1	PF08327	Activator of Hsp90 ATPase homolog 1-like protein	4.902922141596391e-05	4.902922141596391e-05
AHSP	PF09236	Alpha-haemoglobin stabilising protein	4.902922141596391e-05	4.902922141596391e-05
AI-2E_transport	PF01594	AI-2E family transporter	4.902922141596391e-05	4.902922141596391e-05
AIB	PF15334	Aurora kinase A and ninein interacting protein	4.902922141596391e-05	4.902922141596391e-05
AICARFT_IMPCHas	PF01808	AICARFT/IMPCHase bienzyme	4.902922141596391e-05	4.902922141596391e-05
AID	PF18767	Activation induced deaminase	NA	NA
AIDA	PF16168	Adhesin of bacterial autotransporter system, probable stalk	NA	NA
Aida_C2	PF14186	Cytoskeletal adhesion	4.902922141596391e-05	4.902922141596391e-05
Aida_N	PF08910	Aida N-terminus	4.902922141596391e-05	4.902922141596391e-05
AidB_N	PF18158	Adaptive response protein AidB N-terminal domain	NA	NA
AIF-MLS	PF14962	Mitochondria Localisation Sequence	4.902922141596391e-05	4.902922141596391e-05
AIF_C	PF14721	Apoptosis-inducing factor, mitochondrion-associated, C-term	4.902922141596391e-05	4.902922141596391e-05
AIG1	PF04548	AIG1 family	0.0003922337713277113	0.0004902922141596392
AIG2_2	PF13772	AIG2-like family	4.902922141596391e-05	4.902922141596391e-05
Ail_Lom	PF06316	Enterobacterial Ail/Lom protein	NA	NA
Aim19	PF10315	Altered inheritance of mitochondria protein 19	NA	NA
Aim21	PF11489	Altered inheritance of mitochondria protein 21	NA	NA
AIM24	PF01987	Mitochondrial biogenesis AIM24	NA	NA
AIM3	PF17096	Altered inheritance of mitochondria protein 3	NA	NA
AIM5	PF17050	Altered inheritance of mitochondria 5	NA	NA
AIMP2_LysRS_bd	PF16780	AIMP2 lysyl-tRNA synthetase binding domain	4.902922141596391e-05	4.902922141596391e-05
AIP3	PF03915	Actin interacting protein 3	9.805844283192783e-05	9.805844283192783e-05
AIPR	PF10592	AIPR protein	NA	NA
AIRC	PF00731	AIR carboxylase	4.902922141596391e-05	4.902922141596391e-05
AIRS	PF00586	AIR synthase related protein, N-terminal domain	0.00014708766424789175	0.00014708766424789175
AIRS_C	PF02769	AIR synthase related protein, C-terminal domain	0.00019611688566385565	0.0002451461070798196
AJAP1_PANP_C	PF15298	AJAP1/PANP C-terminus	9.805844283192783e-05	9.805844283192783e-05
AKAP28	PF14469	28 kDa A-kinase anchor	4.902922141596391e-05	4.902922141596391e-05
AKAP2_C	PF15304	A-kinase anchor protein 2 C-terminus	0.00014708766424789175	0.00019611688566385565
AKAP7_NLS	PF10469	AKAP7 2'5' RNA ligase-like domain	0.00014708766424789175	0.00014708766424789175
AKAP7_RIRII_bdg	PF10470	PKA-RI-RII subunit binding domain of A-kinase anchor protein	0.00014708766424789175	0.00014708766424789175
AKAP95	PF04988	A-kinase anchoring protein 95 (AKAP95)	0.00014708766424789175	0.00014708766424789175
AKAP_110	PF05716	A-kinase anchor protein 110 kDa (AKAP 110)	0.00014708766424789175	0.0002451461070798196
AKNA	PF12443	AT-hook-containing transcription factor	9.805844283192783e-05	9.805844283192783e-05
ALAD	PF00490	Delta-aminolevulinic acid dehydratase	4.902922141596391e-05	4.902922141596391e-05
AlaDh_PNT_C	PF01262	Alanine dehydrogenase/PNT, C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
AlaDh_PNT_N	PF05222	Alanine dehydrogenase/PNT, N-terminal domain	9.805844283192783e-05	9.805844283192783e-05
AlaE	PF06610	L-alanine exporter	NA	NA
Alanine_zipper	PF11839	Alanine-zipper, major outer membrane lipoprotein	NA	NA
Ala_racemase_C	PF00842	Alanine racemase, C-terminal domain	NA	NA
Ala_racemase_N	PF01168	Alanine racemase, N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Alb1	PF09135	Alb1	NA	NA
Alba	PF01918	Alba	9.805844283192783e-05	9.805844283192783e-05
AlbA_2	PF04326	Putative DNA-binding domain	0.0003432045499117474	0.0003432045499117474
Albumin_I	PF08027	Albumin I chain b	NA	NA
Albumin_I_a	PF16720	Albumin I chain a	NA	NA
ALC	PF17527	Phage ALC protein	NA	NA
AlcCBM31	PF11606	Family 31 carbohydrate binding protein	NA	NA
Aldedh	PF00171	Aldehyde dehydrogenase family	0.0009315552069033144	0.0009805844283192783
Aldolase	PF01081	KDPG and KHG aldolase	NA	NA
Aldolase_II	PF00596	Class II Aldolase and Adducin N-terminal domain	0.00019611688566385565	0.00019611688566385565
Aldose_epim	PF01263	Aldose 1-epimerase	4.902922141596391e-05	4.902922141596391e-05
Aldo_ket_red	PF00248	Aldo/keto reductase family	0.0008825259854873505	0.0008825259854873505
Ald_deCOase	PF11266	Long-chain fatty aldehyde decarbonylase	NA	NA
Ald_Xan_dh_C	PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	9.805844283192783e-05	9.805844283192783e-05
Ald_Xan_dh_C2	PF02738	Molybdopterin-binding domain of aldehyde dehydrogenase	9.805844283192783e-05	9.805844283192783e-05
ALF	PF03752	Short repeats of unknown function	NA	NA
Alfin	PF12165	Alfin	NA	NA
ALG11_N	PF15924	ALG11 mannosyltransferase N-terminus	4.902922141596391e-05	4.902922141596391e-05
Alg14	PF08660	Oligosaccharide biosynthesis protein Alg14 like	4.902922141596391e-05	4.902922141596391e-05
ALG3	PF05208	ALG3 protein	4.902922141596391e-05	4.902922141596391e-05
Alg6_Alg8	PF03155	ALG6, ALG8 glycosyltransferase family	9.805844283192783e-05	9.805844283192783e-05
AlgF	PF11182	Alginate O-acetyl transferase AlgF	NA	NA
Alginate_exp	PF13372	Alginate export	NA	NA
Alginate_lyase	PF05426	Alginate lyase	NA	NA
Alginate_lyase2	PF08787	Alginate lyase	NA	NA
ALGX	PF16822	SGNH hydrolase-like domain, acetyltransferase AlgX	NA	NA
ALIX_LYPXL_bnd	PF13949	ALIX V-shaped domain binding to HIV	9.805844283192783e-05	9.805844283192783e-05
AlkA_N	PF06029	AlkA N-terminal domain	NA	NA
Alkyl_sulf_C	PF14864	Alkyl sulfatase C-terminal	NA	NA
Alkyl_sulf_dimr	PF14863	Alkyl sulfatase dimerisation	NA	NA
Alk_phosphatase	PF00245	Alkaline phosphatase	0.00019611688566385565	0.00019611688566385565
Allantoicase	PF03561	Allantoicase repeat	4.902922141596391e-05	9.805844283192783e-05
Allatostatin	PF05953	Allatostatin	NA	NA
Allene_ox_cyc	PF06351	Allene oxide cyclase	NA	NA
Allexi_40kDa	PF05549	Allexivirus 40kDa protein	NA	NA
Alliinase_C	PF04864	Allinase	NA	NA
ALMS_motif	PF15309	ALMS motif	0.00014708766424789175	0.00014708766424789175
ALMS_repeat	PF18727	Alstrom syndrome repeat	4.902922141596391e-05	0.001716022749558737
ALMT	PF11744	Aluminium activated malate transporter	NA	NA
ALO	PF04030	D-arabinono-1,4-lactone oxidase	NA	NA
Alpha-2-MRAP_C	PF06401	Alpha-2-macroglobulin RAP, C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Alpha-2-MRAP_N	PF06400	Alpha-2-macroglobulin RAP, N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Alpha-amylase	PF00128	Alpha amylase, catalytic domain	0.0003922337713277113	0.0003922337713277113
Alpha-amylase_C	PF02806	Alpha amylase, C-terminal all-beta domain	0.0002941753284957835	0.0002941753284957835
Alpha-amylase_N	PF02903	Alpha amylase, N-terminal ig-like domain	NA	NA
Alpha-amyl_C	PF09071	Alpha-amylase, C terminal	NA	NA
Alpha-amyl_C2	PF07821	Alpha-amylase C-terminal beta-sheet domain	NA	NA
Alpha-E	PF04168	A predicted alpha-helical domain with a conserved ER motif.	NA	NA
alpha-hel2	PF14456	Alpha-helical domain 2	NA	NA
Alpha-L-AF_C	PF06964	Alpha-L-arabinofuranosidase C-terminal domain	NA	NA
Alpha-mann_mid	PF09261	Alpha mannosidase middle domain	0.0002451461070798196	0.0002451461070798196
AlphaC_N	PF08829	Alpha C protein N terminal	NA	NA
AlphaC_N2	PF17480	AlphaC N-terminal domain 2	NA	NA
Alpha_adaptinC2	PF02883	Adaptin C-terminal domain	0.00044126299274367523	0.00044126299274367523
Alpha_adaptin_C	PF02296	Alpha adaptin AP2, C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Alpha_E1_glycop	PF01589	Alphavirus E1 glycoprotein	NA	NA
Alpha_E2_glycop	PF00943	Alphavirus E2 glycoprotein	NA	NA
Alpha_E3_glycop	PF01563	Alphavirus E3 glycoprotein	NA	NA
Alpha_GJ	PF03229	Alphavirus glycoprotein J	NA	NA
Alpha_Helical	PF18489	Alpha helical domain	NA	NA
Alpha_kinase	PF02816	Alpha-kinase family	0.0002941753284957835	0.0002941753284957835
Alpha_L_fucos	PF01120	Alpha-L-fucosidase	9.805844283192783e-05	9.805844283192783e-05
Alpha_TIF	PF02232	Alpha trans-inducing protein (Alpha-TIF)	NA	NA
Alph_Pro_TM	PF09608	Putative transmembrane protein (Alph_Pro_TM)	NA	NA
ALP_N	PF17989	Actin like proteins N terminal domain	NA	NA
ALS2CR11	PF15729	Amyotrophic lateral sclerosis 2 candidate 11	4.902922141596391e-05	4.902922141596391e-05
ALS2CR8	PF15299	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8	4.902922141596391e-05	4.902922141596391e-05
ALS_ss_C	PF10369	Small subunit of acetolactate synthase	NA	NA
AltA1	PF16541	Alternaria alternata allergen 1	NA	NA
Alveol-reg_P311	PF11092	Neuronal protein 3.1 (p311)	4.902922141596391e-05	4.902922141596391e-05
AMA-1	PF02430	Apical membrane antigen 1	NA	NA
Amastin	PF07344	Amastin surface glycoprotein	NA	NA
Amdase	PF17645	Arylmalonate decarboxylase	NA	NA
Amdo_NSP	PF12475	Amdovirus non-structural protein	NA	NA
Amelin	PF05111	Ameloblastin precursor (Amelin)	4.902922141596391e-05	4.902922141596391e-05
Amelogenin	PF02948	Amelogenin	9.805844283192783e-05	9.805844283192783e-05
Amelotin	PF15757	Amelotin	4.902922141596391e-05	4.902922141596391e-05
amfpi-1	PF12190	Fungal protease inhibitor	NA	NA
AMH_N	PF04709	Anti-Mullerian hormone, N terminal region	4.902922141596391e-05	4.902922141596391e-05
Amidase	PF01425	Amidase	0.00014708766424789175	0.00014708766424789175
Amidase02_C	PF12123	N-acetylmuramoyl-l-alanine amidase	NA	NA
Amidase_2	PF01510	N-acetylmuramoyl-L-alanine amidase	0.00019611688566385565	0.0002941753284957835
Amidase_3	PF01520	N-acetylmuramoyl-L-alanine amidase	NA	NA
Amidase_5	PF05382	Bacteriophage peptidoglycan hydrolase	NA	NA
Amidase_6	PF12671	Putative amidase domain	NA	NA
Amidinotransf	PF02274	Amidinotransferase	4.902922141596391e-05	4.902922141596391e-05
Amidohydro_1	PF01979	Amidohydrolase family	0.0004902922141596392	0.0004902922141596392
Amidohydro_2	PF04909	Amidohydrolase	4.902922141596391e-05	4.902922141596391e-05
Amidohydro_3	PF07969	Amidohydrolase family	NA	NA
Amidoligase_2	PF12224	Putative amidoligase enzyme	NA	NA
Amido_AtzD_TrzD	PF09663	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)	NA	NA
AMIN	PF11741	AMIN domain	NA	NA
Aminoglyc_resit	PF10706	Aminoglycoside-2''-adenylyltransferase	NA	NA
Aminopep	PF10023	Putative aminopeptidase	NA	NA
Aminotran_1_2	PF00155	Aminotransferase class I and II	0.0008334967640713865	0.0008334967640713865
Aminotran_3	PF00202	Aminotransferase class-III	0.0002451461070798196	0.0002451461070798196
Aminotran_4	PF01063	Amino-transferase class IV	9.805844283192783e-05	9.805844283192783e-05
Aminotran_5	PF00266	Aminotransferase class-V	0.0002941753284957835	0.0002941753284957835
Aminotran_MocR	PF12897	Alanine-glyoxylate amino-transferase	NA	NA
Amino_oxidase	PF01593	Flavin containing amine oxidoreductase	0.0004902922141596392	0.0005393214355756031
AmiS_UreI	PF02293	AmiS/UreI family transporter	NA	NA
Amj	PF10997	Alternate to MurJ	NA	NA
AMMECR1	PF01871	AMMECR1	9.805844283192783e-05	9.805844283192783e-05
Ammonium_transp	PF00909	Ammonium Transporter Family	0.0002451461070798196	0.0002451461070798196
Amnionless	PF14828	Amnionless	4.902922141596391e-05	4.902922141596391e-05
AMNp_N	PF10423	Bacterial AMP nucleoside phosphorylase N-terminus	NA	NA
AMO	PF02461	Ammonia monooxygenase	NA	NA
AmoC	PF04896	Ammonia monooxygenase/methane monooxygenase, subunit C	NA	NA
AMOP	PF03782	AMOP domain	0.00014708766424789175	0.00014708766424789175
AMP-binding	PF00501	AMP-binding enzyme	0.0014708766424789174	0.0016179643067268093
AMP-binding_C	PF13193	AMP-binding enzyme C-terminal domain	0.0009315552069033144	0.0009315552069033144
AMP-binding_C_2	PF14535	AMP-binding enzyme C-terminal domain	NA	NA
AmpE	PF17113	Regulatory signalling modulator protein AmpE	NA	NA
AMPK1_CBM	PF16561	Glycogen recognition site of AMP-activated protein kinase	9.805844283192783e-05	9.805844283192783e-05
AMPKBI	PF04739	5'-AMP-activated protein kinase beta subunit, interaction domain	9.805844283192783e-05	9.805844283192783e-05
AMP_N	PF05195	Aminopeptidase P, N-terminal domain	9.805844283192783e-05	9.805844283192783e-05
ANAPC1	PF12859	Anaphase-promoting complex subunit 1	4.902922141596391e-05	4.902922141596391e-05
ANAPC10	PF03256	Anaphase-promoting complex, subunit 10 (APC10)	0.0003432045499117474	0.0003432045499117474
